Iteration,x_0,x_1,x_2,x_3,Error_x0,Error_x1,Error_x2,Error_x3
0,0.6,1.075,-0.21875,3.3093749999999997,0.6,1.075,0.21875,3.3093749999999997
1,-0.23656250000000015,2.074921875,-8.942089843749999,2.2432324218750006,0.8365625000000001,0.9999218749999998,8.723339843749999,1.0661425781249991
2,3.613456054687499,3.3389470214843744,-9.21371795654297,0.13895175170898266,3.8500185546874994,1.2640251464843746,0.27162811279297117,2.104280670166018
3,5.6319024261474615,3.766687950897216,-5.0477161245346025,0.6613117945671076,2.0184463714599623,0.4277409294128418,4.166001832008368,0.522360042858125
4,4.420340505704878,3.6399467609953873,-5.543849504587051,1.6425298278149985,1.2115619204425832,0.12674118990182892,0.49613338005244856,0.9812180332478908
5,3.989852670165387,3.745673228458158,-7.945764836229826,1.217566508209209,0.4304878355394912,0.10572646746277092,2.4019153316427753,0.42496331960578937
6,4.996917456685053,3.988250742089666,-7.59305867561153,0.6808880110396673,1.007064786519666,0.2425775136315078,0.35270616061829596,0.5366784971695417
7,5.329249116626391,4.013248508538185,-6.372690994963425,0.9319022509462136,0.33233165994133795,0.02499776644851881,1.2203676806481054,0.25101423990654625
8,4.85513012899265,3.9357123478471667,-6.688006873808367,1.192436684511129,0.47411898763374083,0.0775361606910181,0.3153158788449417,0.26053443356491535
9,4.765182363379962,3.9591042555644895,-7.342863718831698,1.0300747613793,0.08994776561268836,0.023391907717322802,0.654856845023331,0.16236192313182896
10,5.059194713855002,4.01657545122694,-7.131245491991062,0.8976786269463308,0.2940123504750405,0.05747119566245029,0.2116182268406357,0.13239613443296916
11,5.102137149983011,4.009036489461541,-6.797478208955052,0.9939215593321773,0.04294243612800841,0.007538961765399144,0.33376728303600967,0.09624293238584647
12,4.948608225643506,3.983732172779337,-6.94067350059095,1.0573003564036512,0.15352892433950505,0.025304316682203787,0.14319529163589806,0.06337879707147387
13,4.942164392920995,3.9926892853187037,-7.112371596130463,0.9996596027506075,0.0064438327225104786,0.008957112539366818,0.17169809553951243,0.057640753653043664
14,5.028764177186928,4.007356484749192,-7.022476161641665,0.9693587883811894,0.08659978426593273,0.014667199430487887,0.08989543448879811,0.030300814369418116
15,5.02721299362634,4.002279619205142,-6.936716318069311,1.0027547421439889,0.001551183560588143,0.005076865544049625,0.08575984357235367,0.03339595376279947
16,4.981233257792399,3.99521277465763,-6.992303677904676,1.016535331786832,0.045979735833941326,0.007066844547511941,0.05558735983536511,0.013780589642843122
17,4.986072379738327,3.9987839909590766,-7.034722444957302,0.9973122825063632,0.004839121945928504,0.0035712163014465226,0.04241876705262548,0.019223049280468807
18,5.010909385905363,4.002497875062541,-7.001415285087155,0.9912758439654343,0.024837006167035547,0.0037138841034640713,0.03330715987014621,0.006036438540928835
19,5.006535176087207,4.000362393412228,-6.981000551323406,1.0021461394068014,0.0043742098181551725,0.0021354816503125207,0.020414733763749027,0.010870295441367084
20,4.993480771082181,3.99855857909961,-7.0006521064552425,1.0045797858937742,0.013054405005026304,0.0018038143126180017,0.01965155513183614,0.0024336464869727514
21,4.996896744359413,3.9998809379095417,-7.010237203954825,0.9984925778697908,0.003415973277231643,0.0013223588099315897,0.00958509749958214,0.006087208023983326
22,5.003741528788231,4.000772785031715,-6.998853931991027,0.9976348893405556,0.006844784428817974,0.0008918471221730506,0.011383271963797625,0.0008576885292352898
23,5.001379684449231,3.999995466508323,-6.994529575650532,1.0010004062569227,0.0023618443390001076,0.0007773185233919122,0.004324356340495328,0.003365516916367106
24,4.997855496122524,3.9995756282640373,-7.00103664636444,1.0012074702587093,0.0035241883267067564,0.00041983824428548644,0.006507070713908547,0.00020706400178660544
25,4.999410198564805,4.000031803257404,-7.0028861429494045,0.9993657376484495,0.001554702442280842,0.000456174993366254,0.0018494965849642497,0.001841732610259772
26,5.001205236340779,4.000226028211133,-6.999216212841603,0.9993939116282728,0.0017950377759738956,0.00019422495372900528,0.003669930107801811,2.817397982335379e-05
27,5.000226127786137,3.999964525048539,-6.998493984079488,1.0003905295867987,0.0009791085546417833,0.000261503162593435,0.0007222287621146961,0.0009966179585259027
28,4.999328097964424,3.999879590256782,-7.000539927401211,1.0002989919216243,0.0008980298217124982,8.493479175708529e-05,0.0020459433217228096,9.153766517444595e-05
29,4.999928195439298,4.000028151615134,-7.000775412267723,0.9997653907010671,0.0006000974748738841,0.00014856135835206175,0.00023548486651225886,0.0005336012205572338
30,5.000369634460378,4.000062994662351,-6.999647798938805,0.9998557954454159,0.0004414390210794039,3.4843047217236744e-05,0.0011276133289177537,9.040474434884871e-05
31,5.00001053822258,3.9999798265222926,-6.999606297772402,1.0001382880107332,0.00035909623779772915,8.316814005882023e-05,4.150116640300183e-05,0.00028249256531731604
32,4.999798623891959,3.9999673247027854,-7.000221091124182,1.0000676551542282,0.00021191433062117682,1.2501819507182432e-05,0.0006147933517794968,7.063285650499296e-05
33,5.00000962705209,4.000013411475658,-7.000196624832109,0.9999198295890634,0.00021100316013100695,4.60867728726555e-05,2.4466292073199725e-05,0.00014782556516479417
34,5.000108460688062,4.000016682206565,-6.999865047437612,0.999969435385887,9.88336359721842e-05,3.270730906557162e-06,0.0003315773944967404,4.96057968235597e-05
35,4.999986474082935,3.999991442325444,-6.999903663454752,1.000045820901203,0.00012198660512652282,2.5239881120686647e-05,3.8616017140391534e-05,7.638551531607973e-05
36,4.999942198213634,3.9999916011789827,-7.0000805564332795,1.000013076669029,4.427586930155769e-05,1.5885353876754493e-07,0.0001768929785272988,3.274423217414224e-05
37,5.000011749420757,4.000005280845922,-7.000046093116878,0.9999741485689406,6.955120712337504e-05,1.367966693965883e-05,3.44633164015562e-05,3.892810008832015e-05
38,5.000030450242738,4.000004150326913,-6.999952783828369,0.9999948835179482,1.8700821980743854e-05,1.1305190090737938e-06,9.330928850914688e-05,2.0734949007561454e-05
39,4.999991298618376,3.99999681774421,-6.999978608074192,1.000014412614406,3.9151624362077087e-05,7.332582703245549e-06,2.582424582353582e-05,1.9529096457748807e-05
40,4.999984148536002,3.9999979916999306,-7.000027244016601,1.000001673646541,7.15008237417436e-06,1.1739557206347229e-06,4.8635942408559174e-05,1.2738967865022488e-05
41,5.000005930571661,4.000001879249941,-7.000009520269218,0.9999920549631831,2.178203565961212e-05,3.887550010794882e-06,1.7723747382625277e-05,9.618683357803803e-06
42,5.000008144074132,4.000000945503539,-6.999984495580237,0.9999996995001772,2.2135024710934204e-06,9.337464028646991e-07,2.502468898146759e-05,7.64453699408918e-06
43,4.99999616077646,3.9999989083849035,-6.999996021304058,1.0000043322434289,1.1983297672379933e-05,2.037118635112023e-06,1.1525723821570466e-05,4.632743251686833e-06
